Anchor	Maize1	Maize2
LOC_Os10g38040.1.MSUv7.0	Zm00001d029681_T001	NA
LOC_Os04g20230.1.MSUv7.0	Zm00001d004176_T001	NA
LOC_Os01g58640.1.MSUv7.0	NA	Zm00001d012574_T002
LOC_Os02g17350.1.MSUv7.0	Zm00001d016008_T001	NA
LOC_Os10g07290.1.MSUv7.0	Zm00001d030361_T001	NA
LOC_Os02g16000.1.MSUv7.0	Zm00001d016063_T001	Zm00001d053354_T001
LOC_Os01g20160.1.MSUv7.0	Zm00001d040627_T001	NA
LOC_Os07g30020.1.MSUv7.0	Zm00001d021494_T001	Zm00001d006371_T001
LOC_Os03g10620.1.MSUv7.0	Zm00001d028094_T001	Zm00001d048146_T001
LOC_Os02g01300.1.MSUv7.0	Zm00001d014931_T001	NA
LOC_Os08g10470.1.MSUv7.0	Zm00001d024298_T001	NA
LOC_Os04g57630.1.MSUv7.0	Zm00001d001877_T001	NA
LOC_Os05g12580.1.MSUv7.0	NA	Zm00001d010434_T001
LOC_Os08g01270.2.MSUv7.0	NA	Zm00001d052763_T001
LOC_Os03g10770.1.MSUv7.0	Zm00001d028085_T001	Zm00001d048141_T001
LOC_Os01g45750.1.MSUv7.0	Zm00001d044073_T002	NA
LOC_Os03g15120.1.MSUv7.0	Zm00001d028464_T010	NA
LOC_Os03g17700.1.MSUv7.0	Zm00001d028711_T001	NA
LOC_Os01g42850.1.MSUv7.0	NA	Zm00001d011347_T001
LOC_Os03g47970.1.MSUv7.0	Zm00001d033523_T001	NA
LOC_Os01g47080.1.MSUv7.0	Zm00001d043986_T004	NA
LOC_Os01g09590.1.MSUv7.0	Zm00001d039496_T001	NA
LOC_Os11g47670.1.MSUv7.0	Zm00001d048618_T001	NA
LOC_Os01g70690.1.MSUv7.0	NA	Zm00001d011921_T001
LOC_Os01g49670.1.MSUv7.0	NA	Zm00001d011632_T001
LOC_Os01g49680.1.MSUv7.0	Zm00001d043797_T020	NA
LOC_Os09g21180.1.MSUv7.0	NA	Zm00001d005692_T001
LOC_Os05g41080.1.MSUv7.0	Zm00001d038533_T006	NA
LOC_Os05g25870.1.MSUv7.0	Zm00001d037860_T001	NA
LOC_Os09g32820.1.MSUv7.0	NA	Zm00001d006084_T003
LOC_Os01g45070.1.MSUv7.0	NA	Zm00001d011445_T002
LOC_Os01g66710.1.MSUv7.0	Zm00001d042556_T001	NA
LOC_Os01g13930.1.MSUv7.0	Zm00001d039256_T001	NA
LOC_Os11g40540.1.MSUv7.0	Zm00001d048823_T004	NA
LOC_Os02g37910.1.MSUv7.0	Zm00001d017053_T001	NA
LOC_Os02g51410.1.MSUv7.0	Zm00001d018061_T001	Zm00001d052247_T001
LOC_Os09g24710.1.MSUv7.0	NA	Zm00001d005762_T001
LOC_Os03g46860.1.MSUv7.0	Zm00001d033412_T001	NA
LOC_Os11g34310.1.MSUv7.0	NA	Zm00001d007437_T002
LOC_Os03g50090.1.MSUv7.0	Zm00001d033704_T005	Zm00001d013453_T001
LOC_Os07g47250.2.MSUv7.0	Zm00001d022493_T001	NA
LOC_Os03g11020.1.MSUv7.0	Zm00001d028046_T001	NA
LOC_Os02g53510.1.MSUv7.0	Zm00001d018244_T001	NA
LOC_Os01g57930.1.MSUv7.0	Zm00001d043228_T001	NA
LOC_Os01g07730.1.MSUv7.0	Zm00001d039674_T001	NA
LOC_Os07g23720.1.MSUv7.0	Zm00001d019492_T001	NA
LOC_Os05g47545.1.MSUv7.0	Zm00001d038891_T001	NA
LOC_Os05g50380.1.MSUv7.0	Zm00001d039131_T002	NA
LOC_Os03g26870.1.MSUv7.0	Zm00001d029366_T002	NA
LOC_Os06g05920.1.MSUv7.0	Zm00001d045319_T001	NA
LOC_Os02g57710.1.MSUv7.0	NA	Zm00001d051873_T003
LOC_Os02g01890.1.MSUv7.0	Zm00001d014958_T001	NA
LOC_Os10g41400.1.MSUv7.0	Zm00001d029965_T001	NA
LOC_Os09g12530.1.MSUv7.0	Zm00001d019993_T001	NA
LOC_Os08g35740.1.MSUv7.0	Zm00001d032049_T001	Zm00001d050107_T001
LOC_Os09g35760.1.MSUv7.0	Zm00001d021236_T003	NA
LOC_Os10g39920.1.MSUv7.0	Zm00001d029820_T001	Zm00001d047159_T001
LOC_Os03g02680.1.MSUv7.0	Zm00001d027373_T001	Zm00001d048497_T001
LOC_Os09g30310.1.MSUv7.0	Zm00001d020874_T001	Zm00001d005993_T001
LOC_Os03g12760.1.MSUv7.0	Zm00001d028312_T001	NA
LOC_Os08g36590.1.MSUv7.0	Zm00001d031777_T001	Zm00001d050008_T001
LOC_Os02g44880.1.MSUv7.0	Zm00001d017551_T001	NA
LOC_Os04g45170.1.MSUv7.0	Zm00001d002835_T001	NA
LOC_Os08g32920.1.MSUv7.0	Zm00001d032256_T001	NA
LOC_Os03g42240.1.MSUv7.0	Zm00001d033315_T001,Zm00001d033324_T001	Zm00001d013723_T001
LOC_Os07g06450.1.MSUv7.0	Zm00001d018821_T001	NA
LOC_Os01g58730.1.MSUv7.0	NA	Zm00001d012568_T001
LOC_Os05g47446.1.MSUv7.0	Zm00001d038885_T001	Zm00001d009445_T001
LOC_Os01g56590.1.MSUv7.0	Zm00001d043305_T006	NA
LOC_Os09g21470.1.MSUv7.0	Zm00001d020354_T001	Zm00001d005695_T001
LOC_Os07g25430.1.MSUv7.0	Zm00001d019518_T001	Zm00001d005446_T001
LOC_Os08g38270.1.MSUv7.0	NA	Zm00001d052818_T001
LOC_Os05g38230.2.MSUv7.0	Zm00001d038363_T001	Zm00001d010054_T001
LOC_Os02g08364.1.MSUv7.0	Zm00001d015504_T004	NA
LOC_Os07g36490.1.MSUv7.0	NA	Zm00001d006566_T002
LOC_Os03g58080.1.MSUv7.0	Zm00001d034424_T002	NA
LOC_Os04g01590.1.MSUv7.0	NA	Zm00001d024908_T001
LOC_Os12g10850.1.MSUv7.0	Zm00001d023969_T002	NA
LOC_Os06g04460.1.MSUv7.0	NA	Zm00001d036073_T002
LOC_Os02g15900.1.MSUv7.0	Zm00001d016072_T001	Zm00001d053377_T001
LOC_Os04g33200.1.MSUv7.0	Zm00001d003848_T004	Zm00001d025326_T001
LOC_Os01g56800.1.MSUv7.0	Zm00001d043294_T002	NA
LOC_Os01g61680.1.MSUv7.0	NA	Zm00001d012450_T001
LOC_Os01g50010.1.MSUv7.0	Zm00001d043773_T001	NA
LOC_Os01g66580.1.MSUv7.0	Zm00001d042567_T005	NA
LOC_Os08g16930.1.MSUv7.0	Zm00001d024126_T001	Zm00001d050163_T001
LOC_Os05g07240.1.MSUv7.0	NA	Zm00001d009826_T001
LOC_Os03g10860.1.MSUv7.0	Zm00001d028064_T001	Zm00001d048136_T001
LOC_Os05g09500.1.MSUv7.0	Zm00001d037689_T001	NA
LOC_Os09g24480.1.MSUv7.0	Zm00001d020433_T001	NA
LOC_Os08g01750.1.MSUv7.0	Zm00001d035030_T001	NA
LOC_Os05g30580.1.MSUv7.0	Zm00001d037890_T001	NA
LOC_Os03g49770.1.MSUv7.0	Zm00001d033669_T001	Zm00001d013470_T003
LOC_Os04g46180.1.MSUv7.0	NA	Zm00001d025997_T001
LOC_Os03g53540.1.MSUv7.0	Zm00001d033998_T001	Zm00001d013281_T001
LOC_Os03g56200.1.MSUv7.0	Zm00001d034219_T001	NA
LOC_Os03g09860.1.MSUv7.0	NA	Zm00001d048194_T001
LOC_Os01g55740.1.MSUv7.0	NA	Zm00001d012681_T003
LOC_Os06g49830.1.MSUv7.0	Zm00001d014762_T001	Zm00001d036426_T001
LOC_Os02g49570.1.MSUv7.0	NA	Zm00001d051740_T002
LOC_Os04g49260.1.MSUv7.0	Zm00001d002558_T001	NA
LOC_Os05g49790.1.MSUv7.0	Zm00001d039083_T001	NA
LOC_Os03g18080.1.MSUv7.0	NA	Zm00001d047739_T002
LOC_Os09g15170.1.MSUv7.0	NA	Zm00001d005590_T001
LOC_Os08g02080.1.MSUv7.0	Zm00001d035054_T001	Zm00001d049691_T003
LOC_Os01g48180.1.MSUv7.0	Zm00001d043915_T002	Zm00001d011560_T003
LOC_Os02g51110.1.MSUv7.0	Zm00001d018037_T001	Zm00001d052261_T001
LOC_Os02g10780.1.MSUv7.0	NA	Zm00001d053626_T001
LOC_Os01g54440.1.MSUv7.0	Zm00001d043454_T001	NA
LOC_Os12g07780.1.MSUv7.0	Zm00001d023579_T002	NA
LOC_Os02g06540.1.MSUv7.0	NA	Zm00001d053846_T001
LOC_Os01g69050.2.MSUv7.0	Zm00001d042349_T001	Zm00001d012035_T001
LOC_Os02g57010.1.MSUv7.0	Zm00001d018466_T001	NA
LOC_Os11g05930.1.MSUv7.0	Zm00001d052781_T005	Zm00001d004875_T002
LOC_Os12g42090.2.MSUv7.0	Zm00001d031071_T001	NA
LOC_Os01g14090.1.MSUv7.0	Zm00001d039617_T006	NA
LOC_Os12g43840.1.MSUv7.0	Zm00001d031183_T001	NA
LOC_Os01g03710.1.MSUv7.0	Zm00001d040020_T001	NA
LOC_Os08g04810.1.MSUv7.0	Zm00001d024645_T001	NA
LOC_Os01g56570.1.MSUv7.0	NA	Zm00001d012648_T001
LOC_Os11g07490.1.MSUv7.0	Zm00001d053041_T001	Zm00001d004779_T001
LOC_Os08g38010.1.MSUv7.0	Zm00001d031271_T001	NA
LOC_Os04g44530.1.MSUv7.0	Zm00001d002956_T001	Zm00001d025903_T001
LOC_Os06g13660.1.MSUv7.0	Zm00001d044745_T006	NA
LOC_Os01g46720.1.MSUv7.0	Zm00001d044017_T001	NA
LOC_Os01g59850.1.MSUv7.0	Zm00001d043109_T001	NA
LOC_Os05g05820.1.MSUv7.0	Zm00001d035783_T001	NA
LOC_Os01g37480.1.MSUv7.0	Zm00001d044527_T001	Zm00001d009403_T001
LOC_Os05g03550.1.MSUv7.0	Zm00001d035470_T004	Zm00001d010967_T001
LOC_Os06g48620.1.MSUv7.0	NA	Zm00001d036484_T001
LOC_Os07g38400.1.MSUv7.0	NA	Zm00001d006631_T001
LOC_Os05g08970.1.MSUv7.0	Zm00001d037615_T002	NA
LOC_Os02g09850.1.MSUv7.0	Zm00001d015670_T001	NA
LOC_Os01g69210.1.MSUv7.0	Zm00001d042335_T002	NA
LOC_Os10g37730.1.MSUv7.0	Zm00001d029663_T001	NA
LOC_Os06g43760.1.MSUv7.0	NA	Zm00001d036741_T009
LOC_Os01g49350.1.MSUv7.0	Zm00001d043813_T001	NA
LOC_Os05g11010.1.MSUv7.0	Zm00001d037751_T001	NA
LOC_Os02g55140.1.MSUv7.0	Zm00001d018370_T001	NA
LOC_Os06g02480.1.MSUv7.0	NA	Zm00001d035957_T001
LOC_Os02g15800.1.MSUv7.0	Zm00001d016083_T001	NA
LOC_Os03g55870.1.MSUv7.0	Zm00001d034189_T001	NA
LOC_Os11g11100.1.MSUv7.0	Zm00001d049135_T001	NA
LOC_Os06g01850.1.MSUv7.0	Zm00001d045574_T002	NA
LOC_Os07g03180.1.MSUv7.0	Zm00001d018725_T001	NA
LOC_Os06g51270.1.MSUv7.0	Zm00001d014867_T001	NA
LOC_Os03g16610.1.MSUv7.0	Zm00001d028599_T001	NA
LOC_Os01g61350.1.MSUv7.0	Zm00001d043006_T001	Zm00001d012471_T001
LOC_Os01g10830.1.MSUv7.0	Zm00001d039408_T001	Zm00001d008892_T001
LOC_Os02g57630.1.MSUv7.0	Zm00001d018512_T001	Zm00001d051882_T001
LOC_Os03g09230.1.MSUv7.0	NA	Zm00001d048202_T002
LOC_Os07g46480.1.MSUv7.0	Zm00001d022390_T001	NA
LOC_Os06g06750.1.MSUv7.0	Zm00001d045231_T002	Zm00001d036279_T001
LOC_Os05g46395.1.MSUv7.0	Zm00001d038864_T001	NA
LOC_Os04g31700.1.MSUv7.0	Zm00001d003974_T001	NA
LOC_Os02g57490.1.MSUv7.0	NA	Zm00001d051891_T001
LOC_Os04g52180.1.MSUv7.0	Zm00001d002352_T001	Zm00001d026278_T001
LOC_Os10g33810.1.MSUv7.0	Zm00001d032694_T001	Zm00001d014029_T001
LOC_Os06g38550.1.MSUv7.0	Zm00001d046396_T001	NA
LOC_Os06g45800.1.MSUv7.0	NA	Zm00001d036629_T002
LOC_Os07g01560.1.MSUv7.0	Zm00001d018627_T001	NA
LOC_Os05g40040.1.MSUv7.0	Zm00001d038480_T001	Zm00001d010615_T001
LOC_Os03g60720.1.MSUv7.0	Zm00001d034663_T001	Zm00001d012957_T002
LOC_Os11g44880.1.MSUv7.0	Zm00001d048673_T002	NA
LOC_Os09g36730.1.MSUv7.0	Zm00001d022628_T001	Zm00001d006236_T001
LOC_Os05g05560.1.MSUv7.0	NA	Zm00001d010872_T001
LOC_Os02g09920.1.MSUv7.0	NA	Zm00001d053697_T007
LOC_Os03g17990.2.MSUv7.0	Zm00001d028736_T001	Zm00001d047745_T001
LOC_Os05g14010.1.MSUv7.0	Zm00001d037771_T001	Zm00001d010416_T001
LOC_Os01g56470.1.MSUv7.0	Zm00001d043314_T001	NA
LOC_Os02g56190.1.MSUv7.0	Zm00001d018419_T001	Zm00001d051986_T002
LOC_Os07g43970.1.MSUv7.0	Zm00001d022245_T001	NA
LOC_Os01g66544.1.MSUv7.0	Zm00001d042573_T001	NA
LOC_Os03g03520.1.MSUv7.0	Zm00001d027457_T001	NA
LOC_Os07g38290.1.MSUv7.0	Zm00001d021850_T001	NA
LOC_Os09g32710.1.MSUv7.0	Zm00001d021036_T001	NA
LOC_Os01g62030.1.MSUv7.0	NA	Zm00001d012432_T001
LOC_Os04g33740.1.MSUv7.0	Zm00001d003776_T001	Zm00001d025354_T001
LOC_Os03g08520.1.MSUv7.0	Zm00001d027932_T001	NA
LOC_Os12g31840.1.MSUv7.0	Zm00001d023728_T001	NA
LOC_Os10g39980.1.MSUv7.0	Zm00001d029842_T001	NA
LOC_Os03g17440.1.MSUv7.0	Zm00001d028691_T001	Zm00001d047767_T004
LOC_Os04g45800.1.MSUv7.0	NA	Zm00001d025963_T001
LOC_Os05g39710.1.MSUv7.0	Zm00001d038450_T001	NA
LOC_Os02g13290.1.MSUv7.0	Zm00001d016301_T001	NA
LOC_Os01g04120.1.MSUv7.0	Zm00001d039977_T001	NA
LOC_Os03g16440.1.MSUv7.0	Zm00001d028586_T001	Zm00001d047828_T001
LOC_Os01g45460.1.MSUv7.0	Zm00001d044088_T001	NA
LOC_Os01g13370.1.MSUv7.0	Zm00001d039276_T002	NA
LOC_Os06g39060.1.MSUv7.0	Zm00001d046480_T001	NA
LOC_Os12g33070.1.MSUv7.0	Zm00001d023932_T001	NA
LOC_Os06g03940.1.MSUv7.0	Zm00001d045483_T001	Zm00001d036025_T002
LOC_Os03g44484.1.MSUv7.0	Zm00001d033218_T002	Zm00001d013683_T001
LOC_Os06g17570.1.MSUv7.0	Zm00001d045774_T001	Zm00001d037375_T001
LOC_Os09g02170.1.MSUv7.0	Zm00001d019706_T002	NA
LOC_Os03g44540.1.MSUv7.0	Zm00001d033215_T001	Zm00001d013676_T001
LOC_Os05g28040.1.MSUv7.0	Zm00001d038016_T001	NA
LOC_Os07g33860.1.MSUv7.0	Zm00001d021652_T001	Zm00001d006510_T001
LOC_Os02g49650.1.MSUv7.0	Zm00001d017918_T001	NA
LOC_Os02g38170.1.MSUv7.0	Zm00001d017086_T001	NA
LOC_Os08g34550.1.MSUv7.0	NA	Zm00001d050063_T001
LOC_Os01g09580.2.MSUv7.0	Zm00001d039498_T001	NA
LOC_Os10g34010.1.MSUv7.0	Zm00001d032672_T001	Zm00001d014006_T001
LOC_Os02g50640.1.MSUv7.0	Zm00001d017987_T002	NA
LOC_Os08g08840.1.MSUv7.0	NA	Zm00001d049441_T001
LOC_Os02g12580.1.MSUv7.0	Zm00001d016378_T001	Zm00001d053589_T002
LOC_Os02g35130.1.MSUv7.0	Zm00001d016832_T001	Zm00001d050755_T003
LOC_Os04g46960.1.MSUv7.0	Zm00001d002704_T001	Zm00001d026154_T001
LOC_Os08g38710.1.MSUv7.0	Zm00001d031303_T002	NA
LOC_Os01g55020.5.MSUv7.0	NA	Zm00001d012729_T009
LOC_Os12g41160.1.MSUv7.0	NA	Zm00001d041437_T001
LOC_Os01g03130.1.MSUv7.0	Zm00001d040050_T001	NA
LOC_Os03g57530.1.MSUv7.0	Zm00001d034380_T001	Zm00001d013100_T001
LOC_Os10g38910.1.MSUv7.0	Zm00001d029720_T001	NA
LOC_Os01g65230.1.MSUv7.0	Zm00001d042676_T001	NA
LOC_Os03g21950.1.MSUv7.0	Zm00001d029084_T001	NA
LOC_Os06g49640.2.MSUv7.0	Zm00001d014744_T001	NA
LOC_Os08g37720.1.MSUv7.0	Zm00001d031259_T003	NA
LOC_Os01g55040.1.MSUv7.0	Zm00001d043428_T004	NA
LOC_Os07g12890.1.MSUv7.0	Zm00001d019228_T001	NA
LOC_Os02g38350.1.MSUv7.0	NA	Zm00001d050985_T002
LOC_Os03g11720.1.MSUv7.0	Zm00001d028227_T002	Zm00001d048080_T001
LOC_Os06g48050.1.MSUv7.0	Zm00001d014610_T001	NA
LOC_Os01g40980.1.MSUv7.0	Zm00001d044358_T002	NA
LOC_Os12g34450.1.MSUv7.0	Zm00001d023908_T001	NA
LOC_Os10g39810.1.MSUv7.0	Zm00001d029810_T001	NA
LOC_Os03g18454.1.MSUv7.0	Zm00001d028776_T001	NA
LOC_Os03g15770.1.MSUv7.0	Zm00001d028535_T001	Zm00001d047853_T002
LOC_Os05g38520.1.MSUv7.0	Zm00001d038374_T007	Zm00001d010528_T001
LOC_Os02g44560.1.MSUv7.0	NA	Zm00001d051395_T001
LOC_Os05g50750.1.MSUv7.0	NA	Zm00001d009702_T001
LOC_Os01g22500.1.MSUv7.0	Zm00001d040717_T002	Zm00001d009161_T003
LOC_Os06g02440.1.MSUv7.0	Zm00001d045540_T001	NA
LOC_Os05g40030.1.MSUv7.0	Zm00001d038479_T001	NA
LOC_Os04g46170.1.MSUv7.0	NA	Zm00001d025996_T001
LOC_Os03g01550.1.MSUv7.0	Zm00001d027296_T002	NA
LOC_Os01g60080.1.MSUv7.0	Zm00001d043090_T001	Zm00001d012524_T004
LOC_Os01g71780.1.MSUv7.0	Zm00001d042132_T001	NA
LOC_Os05g44360.1.MSUv7.0	Zm00001d038804_T002	NA
LOC_Os09g28110.1.MSUv7.0	NA	Zm00001d005847_T002
LOC_Os07g37100.1.MSUv7.0	Zm00001d021752_T001	NA
LOC_Os01g17050.1.MSUv7.0	Zm00001d040460_T001	NA
LOC_Os06g27860.1.MSUv7.0	Zm00001d045993_T001	NA
LOC_Os01g56130.1.MSUv7.0	Zm00001d043336_T001	NA
LOC_Os09g37020.1.MSUv7.0	NA	Zm00001d006251_T001
LOC_Os01g62670.1.MSUv7.0	Zm00001d042887_T001	Zm00001d012402_T001
LOC_Os04g38680.1.MSUv7.0	Zm00001d003422_T001	NA
LOC_Os09g36480.1.MSUv7.0	NA	Zm00001d006227_T003
LOC_Os11g10980.1.MSUv7.0	Zm00001d049049_T001	NA
LOC_Os05g41500.1.MSUv7.0	NA	Zm00001d010651_T001
LOC_Os01g61440.1.MSUv7.0	Zm00001d042996_T001	NA
LOC_Os09g35910.1.MSUv7.0	NA	Zm00001d006195_T001
LOC_Os03g14590.1.MSUv7.0	Zm00001d028428_T001	NA
LOC_Os02g38160.1.MSUv7.0	Zm00001d017085_T002	Zm00001d050961_T001
LOC_Os04g51300.1.MSUv7.0	Zm00001d002426_T002	NA
LOC_Os02g10040.1.MSUv7.0	NA	Zm00001d053688_T002
LOC_Os12g39380.1.MSUv7.0	Zm00001d030864_T001	NA
LOC_Os04g51090.1.MSUv7.0	Zm00001d002441_T002	NA
LOC_Os03g11050.1.MSUv7.0	Zm00001d028045_T002	Zm00001d048126_T002
LOC_Os10g40410.1.MSUv7.0	Zm00001d029856_T001	Zm00001d047119_T001
LOC_Os01g19430.1.MSUv7.0	NA	Zm00001d009130_T001
LOC_Os02g53100.1.MSUv7.0	Zm00001d018203_T001	NA
