Anchor	Maize1	Maize2
Sobic.001G148000.1.v3.1	Zm00008a004778_T01.v1.1	Zm00008a019709_T01.v1.1
Sobic.001G493200.3.v3.1	Zm00008a000446_T01.v1.1	NA
Sobic.001G301900.1.v3.1	Zm00008a002062_T01.v1.1	Zm00008a035037_T01.v1.1
Sobic.010G022100.1.v3.1	NA	Zm00008a024179_T01.v1.1
Sobic.003G378900.1.v3.1	NA	Zm00008a032768_T01.v1.1
Sobic.002G118600.1.v3.1	Zm00008a027342_T01.v1.1	NA
Sobic.001G468200.1.v3.1	Zm00008a000690_T01.v1.1	NA
Sobic.002G076700.1.v3.1	Zm00008a027090_T01.v1.1	Zm00008a008518_T01.v1.1
Sobic.001G414200.1.v3.1	Zm00008a001136_T01.v1.1	Zm00008a035569_T01.v1.1
Sobic.007G132700.1.v3.1	NA	Zm00008a016187_T01.v1.1
Sobic.004G168800.1.v3.1	Zm00008a021962_T01.v1.1	Zm00008a016430_T01.v1.1
Sobic.009G060100.3.v3.1	Zm00008a025253_T01.v1.1,Zm00008a025384_T01.v1.1	NA
Sobic.002G244100.1.v3.1	Zm00008a028402_T01.v1.1	NA
Sobic.001G082500.2.v3.1	Zm00008a005254_T01.v1.1	Zm00008a019359_T01.v1.1
Sobic.005G144300.1.v3.1	NA	Zm00008a010162_T01.v1.1
Sobic.001G112100.1.v3.1	Zm00008a005014_T01.v1.1	NA
Sobic.001G394400.1.v3.1	Zm00008a001302_T01.v1.1	Zm00008a035446_T01.v1.1
Sobic.005G229100.1.v3.1	Zm00008a014857_T01.v1.1	NA
Sobic.001G262200.1.v3.1	Zm00008a002446_T01.v1.1	NA
Sobic.010G187100.1.v3.1	Zm00008a034611_T01.v1.1	Zm00008a024776_T01.v1.1
Sobic.010G069500.3.v3.1	Zm00008a033506_T01.v1.1	NA
Sobic.007G181600.1.v3.1	Zm00008a003434_T01.v1.1	NA
Sobic.003G311700.1.v3.1	Zm00008a013697_T01.v1.1	Zm00008a033132_T01.v1.1
Sobic.002G343200.3.v3.1	Zm00008a029125_T01.v1.1	NA
Sobic.010G172600.1.v3.1	Zm00008a034462_T01.v1.1	NA
Sobic.003G268900.1.v3.1	Zm00008a014055_T01.v1.1	Zm00008a032326_T01.v1.1
Sobic.009G054301.1.v3.1	Zm00008a025295_T01.v1.1	NA
Sobic.003G313800.1.v3.1	NA	Zm00008a033126_T01.v1.1
Sobic.003G064200.2.v3.1	Zm00008a011050_T01.v1.1	NA
Sobic.009G190600.1.v3.1	Zm00008a026152_T01.v1.1	NA
Sobic.003G351150.1.v3.1	NA	Zm00008a032904_T01.v1.1
Sobic.004G095500.1.v3.1	NA	Zm00008a018535_T01.v1.1
Sobic.007G122400.1.v3.1	Zm00008a003842_T01.v1.1	NA
Sobic.001G265300.1.v3.1	Zm00008a002396_T01.v1.1	NA
Sobic.003G067201.1.v3.1	Zm00008a011073_T01.v1.1	NA
Sobic.009G172700.1.v3.1	Zm00008a026009_T01.v1.1	NA
Sobic.003G237800.1.v3.1	Zm00008a014300_T01.v1.1	NA
Sobic.002G361400.1.v3.1	Zm00008a029254_T01.v1.1	Zm00008a009689_T01.v1.1
Sobic.009G251700.2.v3.1	NA	Zm00008a030893_T01.v1.1
Sobic.003G303900.1.v3.1	Zm00008a013752_T01.v1.1	NA
Sobic.003G028300.1.v3.1	NA	Zm00008a030264_T01.v1.1
Sobic.010G188000.1.v3.1	Zm00008a034620_T01.v1.1	NA
Sobic.001G434900.1.v3.1	Zm00008a000954_T01.v1.1	Zm00008a035682_T01.v1.1
Sobic.006G137700.1.v3.1	NA	Zm00008a038191_T01.v1.1
Sobic.004G151300.1.v3.1	Zm00008a021821_T01.v1.1	NA
Sobic.003G254300.1.v3.1	NA	Zm00008a032257_T01.v1.1
Sobic.001G107300.2.v3.1	Zm00008a005047_T01.v1.1	NA
Sobic.007G020700.1.v3.1	Zm00008a023523_T01.v1.1	Zm00008a015646_T01.v1.1
Sobic.006G161400.1.v3.1	Zm00008a006677_T01.v1.1	NA
Sobic.007G061500.1.v3.1	NA	Zm00008a015500_T01.v1.1
Sobic.008G150000.1.v3.1	Zm00008a002831_T01.v1.1	NA
Sobic.003G325000.1.v3.1	Zm00008a013601_T01.v1.1	NA
Sobic.003G348400.1.v3.1	Zm00008a013388_T01.v1.1	NA
Sobic.003G291400.2.v3.1	Zm00008a013872_T01.v1.1	NA
Sobic.001G439800.1.v3.1	Zm00008a000909_T01.v1.1	NA
Sobic.001G434100.1.v3.1	Zm00008a000962_T01.v1.1	NA
Sobic.006G150600.1.v3.1	Zm00008a006850_T01.v1.1	NA
Sobic.001G056200.1.v3.1	NA	Zm00008a019212_T01.v1.1
Sobic.009G184400.1.v3.1	Zm00008a026104_T01.v1.1	Zm00008a031589_T01.v1.1
Sobic.006G067600.1.v3.1	Zm00008a007477_T01.v1.1	NA
Sobic.003G332900.1.v3.1	Zm00008a013531_T01.v1.1	NA
Sobic.002G042600.1.v3.1	Zm00008a026853_T01.v1.1	Zm00008a010486_T01.v1.1
Sobic.010G138400.1.v3.1	Zm00008a034192_T01.v1.1	NA
Sobic.001G286800.1.v3.1	Zm00008a002180_T01.v1.1	NA
Sobic.006G264201.1.v3.1	Zm00008a005961_T01.v1.1	NA
Sobic.006G164100.2.v3.1	Zm00008a006653_T01.v1.1	Zm00008a038334_T01.v1.1
Sobic.010G054600.1.v3.1	Zm00008a033614_T01.v1.1	Zm00008a024365_T01.v1.1
Sobic.001G530000.1.v3.1	Zm00008a000125_T01.v1.1	NA
Sobic.001G069500.1.v3.1	Zm00008a005390_T01.v1.1	NA
Sobic.007G044900.1.v3.1	Zm00008a037288_T01.v1.1	NA
Sobic.003G341300.1.v3.1	Zm00008a013444_T01.v1.1	NA
Sobic.009G159900.1.v3.1	Zm00008a025923_T01.v1.1	Zm00008a031153_T01.v1.1
Sobic.009G017200.1.v3.1	Zm00008a023879_T01.v1.1	Zm00008a031854_T01.v1.1
Sobic.009G223300.1.v3.1	Zm00008a026370_T01.v1.1	Zm00008a030709_T01.v1.1
Sobic.004G219900.1.v3.1	Zm00008a022364_T01.v1.1	Zm00008a016745_T01.v1.1
Sobic.001G509300.1.v3.1	Zm00008a000314_T01.v1.1	NA
Sobic.003G266001.1.v3.1	Zm00008a014077_T01.v1.1	NA
Sobic.003G206900.1.v3.1	Zm00008a014557_T01.v1.1	NA
Sobic.002G131200.2.v3.1	NA	Zm00008a008615_T01.v1.1
Sobic.010G063200.1.v3.1	Zm00008a033562_T01.v1.1	NA
Sobic.009G140700.1.v3.1	Zm00008a025821_T01.v1.1	Zm00008a031292_T01.v1.1
Sobic.006G138400.1.v3.1	Zm00008a006946_T01.v1.1	NA
Sobic.005G204100.1.v3.1	Zm00008a014949_T01.v1.1	NA
Sobic.002G300000.2.v3.1	Zm00008a028810_T01.v1.1	NA
Sobic.001G050600.1.v3.1	Zm00008a005521_T01.v1.1	NA
Sobic.006G267500.1.v3.1	Zm00008a005937_T01.v1.1	Zm00008a038853_T01.v1.1
Sobic.003G306100.1.v3.1	Zm00008a013733_T01.v1.1	Zm00008a033156_T01.v1.1
Sobic.001G280100.1.v3.1	NA	Zm00008a020318_T01.v1.1
Sobic.001G109300.1.v3.1	Zm00008a005035_T01.v1.1	Zm00008a019497_T01.v1.1
Sobic.008G046600.1.v3.1	Zm00008a036503_T01.v1.1	Zm00008a012589_T01.v1.1
Sobic.002G071400.1.v3.1	Zm00008a027045_T01.v1.1	NA
Sobic.001G409300.1.v3.1	Zm00008a001166_T01.v1.1	NA
Sobic.004G100200.1.v3.1	NA	Zm00008a018520_T01.v1.1
Sobic.001G528400.1.v3.1	NA	Zm00008a036174_T01.v1.1
Sobic.004G155100.1.v3.1	Zm00008a021842_T01.v1.1	Zm00008a016390_T01.v1.1
Sobic.006G116100.1.v3.1	Zm00008a007115_T01.v1.1	Zm00008a038098_T01.v1.1
Sobic.001G440500.1.v3.1	Zm00008a000905_T01.v1.1	NA
Sobic.005G193800.1.v3.1	Zm00008a015010_T01.v1.1	NA
Sobic.003G084300.3.v3.1	Zm00008a011196_T01.v1.1	Zm00008a030053_T01.v1.1
Sobic.003G267400.1.v3.1	NA	Zm00008a032319_T01.v1.1
Sobic.009G172950.1.v3.1	Zm00008a026010_T01.v1.1	Zm00008a031544_T01.v1.1
Sobic.001G362100.1.v3.1	NA	Zm00008a035280_T01.v1.1
Sobic.001G408400.1.v3.1	Zm00008a001174_T01.v1.1	NA
Sobic.009G142000.1.v3.1	NA	Zm00008a031286_T01.v1.1
Sobic.007G092400.1.v3.1	Zm00008a037008_T01.v1.1	NA
Sobic.001G500600.2.v3.1	Zm00008a000386_T01.v1.1	NA
Sobic.001G207800.1.v3.1	Zm00008a004091_T01.v1.1	NA
Sobic.003G056100.1.v3.1	Zm00008a011015_T01.v1.1	NA
Sobic.006G017600.2.v3.1	Zm00008a007897_T01.v1.1	NA
Sobic.007G167500.1.v3.1	NA	Zm00008a015857_T01.v1.1
Sobic.002G369500.1.v3.1	Zm00008a029310_T01.v1.1	NA
Sobic.001G342500.1.v3.1	Zm00008a001702_T01.v1.1	NA
Sobic.001G148500.1.v3.1	Zm00008a004784_T01.v1.1	NA
Sobic.007G136300.2.v3.1	Zm00008a003774_T01.v1.1	NA
Sobic.003G136900.1.v3.1	Zm00008a011631_T01.v1.1	Zm00008a029792_T01.v1.1
Sobic.006G077400.1.v3.1	Zm00008a007395_T01.v1.1	NA
Sobic.004G219300.1.v3.1	NA	Zm00008a016733_T01.v1.1
Sobic.002G398000.1.v3.1	NA	Zm00008a009860_T01.v1.1
Sobic.002G254900.1.v3.1	Zm00008a028538_T01.v1.1	NA
Sobic.001G042200.1.v3.1	Zm00008a005591_T01.v1.1	Zm00008a019154_T01.v1.1
Sobic.002G406200.1.v3.1	Zm00008a029566_T01.v1.1	NA
Sobic.003G331100.1.v3.1	Zm00008a013548_T01.v1.1	Zm00008a033049_T01.v1.1
Sobic.010G183400.1.v3.1	Zm00008a034521_T01.v1.1	NA
Sobic.001G140700.1.v3.1	Zm00008a004729_T01.v1.1	NA
Sobic.006G156000.1.v3.1	Zm00008a006717_T01.v1.1	NA
Sobic.003G321101.1.v3.1	Zm00008a013635_T01.v1.1	NA
Sobic.003G256300.2.v3.1	NA	Zm00008a032273_T01.v1.1
Sobic.003G197400.1.v3.1	Zm00008a014476_T01.v1.1	NA
Sobic.003G150600.1.v3.1	Zm00008a011744_T01.v1.1	Zm00008a030484_T01.v1.1
Sobic.006G083300.1.v3.1	Zm00008a007351_T01.v1.1	NA
Sobic.003G355100.1.v3.1	Zm00008a013333_T01.v1.1	NA
Sobic.002G262000.1.v3.1	Zm00008a028555_T01.v1.1	NA
Sobic.004G334900.1.v3.1	Zm00008a023275_T01.v1.1	NA
Sobic.003G265500.1.v3.1	Zm00008a014082_T01.v1.1	NA
Sobic.006G254900.1.v3.1	Zm00008a006032_T01.v1.1	Zm00008a038788_T01.v1.1
Sobic.008G135500.1.v3.1	Zm00008a002681_T01.v1.1	NA
Sobic.002G341200.1.v3.1	Zm00008a029110_T01.v1.1	NA
Sobic.010G217700.1.v3.1	NA	Zm00008a024618_T01.v1.1
Sobic.003G046400.2.v3.1	NA	Zm00008a030178_T01.v1.1
Sobic.004G127200.1.v3.1	Zm00008a021416_T01.v1.1	NA
Sobic.005G087900.1.v3.1	Zm00008a015148_T01.v1.1	NA
Sobic.004G307300.1.v3.1	Zm00008a023072_T01.v1.1	Zm00008a017549_T01.v1.1
Sobic.009G252800.2.v3.1	Zm00008a026577_T01.v1.1	Zm00008a030901_T01.v1.1
Sobic.008G051000.1.v3.1	Zm00008a036527_T01.v1.1	NA
Sobic.001G190200.1.v3.1	Zm00008a003944_T01.v1.1	NA
Sobic.009G237500.1.v3.1	Zm00008a026487_T01.v1.1	NA
Sobic.006G265700.2.v3.1	Zm00008a005951_T01.v1.1	NA
Sobic.002G427800.1.v3.1	NA	Zm00008a009990_T01.v1.1
Sobic.002G361600.1.v3.1	Zm00008a029256_T01.v1.1	Zm00008a009691_T01.v1.1
Sobic.004G350900.2.v3.1	NA	Zm00008a017318_T01.v1.1
Sobic.006G085300.1.v3.1	Zm00008a007337_T01.v1.1	NA
Sobic.005G215200.2.v3.1	Zm00008a014904_T01.v1.1	NA
Sobic.004G340000.1.v3.1	NA	Zm00008a017376_T01.v1.1
Sobic.007G177400.1.v3.1	NA	Zm00008a018313_T01.v1.1
Sobic.006G131600.1.v3.1	Zm00008a007006_T01.v1.1	NA
Sobic.002G226900.1.v3.1	Zm00008a028276_T01.v1.1	NA
Sobic.006G157300.1.v3.1	Zm00008a006708_T01.v1.1	NA
Sobic.004G322600.1.v3.1	Zm00008a023200_T01.v1.1	Zm00008a017464_T01.v1.1
Sobic.001G028500.1.v3.1	Zm00008a005696_T01.v1.1	NA
Sobic.008G113600.1.v3.1	NA	Zm00008a012439_T01.v1.1
Sobic.007G071600.1.v3.1	Zm00008a037078_T01.v1.1	NA
Sobic.010G083600.1.v3.1	Zm00008a033393_T01.v1.1	Zm00008a025006_T01.v1.1
Sobic.008G100000.1.v3.1	Zm00008a036709_T01.v1.1	NA
Sobic.010G082850.1.v3.1	Zm00008a033397_T01.v1.1	NA
Sobic.003G399100.1.v3.1	NA	Zm00008a032676_T01.v1.1
Sobic.003G406900.2.v3.1	NA	Zm00008a032613_T01.v1.1
Sobic.001G490000.1.v3.1	NA	Zm00008a036035_T01.v1.1
Sobic.003G243700.1.v3.1	Zm00008a014249_T01.v1.1	Zm00008a032197_T01.v1.1
Sobic.008G106900.1.v3.1	NA	Zm00008a012465_T01.v1.1
Sobic.003G183600.2.v3.1	Zm00008a014697_T01.v1.1	NA
Sobic.001G416500.2.v3.1	Zm00008a001122_T01.v1.1	NA
Sobic.001G367301.1.v3.1	Zm00008a001532_T01.v1.1	Zm00008a035303_T01.v1.1
Sobic.001G054200.1.v3.1	Zm00008a005498_T01.v1.1	NA
Sobic.004G102400.1.v3.1	Zm00008a021608_T01.v1.1	Zm00008a018506_T01.v1.1
Sobic.006G210400.1.v3.1	Zm00008a006323_T01.v1.1	NA
Sobic.005G061900.1.v3.1	Zm00008a018168_T01.v1.1	NA
Sobic.010G040100.1.v3.1	Zm00008a033713_T01.v1.1	Zm00008a024269_T01.v1.1
Sobic.010G027700.1.v3.1	Zm00008a033794_T01.v1.1	NA
Sobic.006G172200.2.v3.1	Zm00008a006596_T01.v1.1	Zm00008a038488_T01.v1.1
Sobic.005G183900.1.v3.1	Zm00008a015049_T01.v1.1	NA
Sobic.002G094600.1.v3.1	Zm00008a027190_T01.v1.1	Zm00008a008697_T01.v1.1
Sobic.005G204600.1.v3.1	Zm00008a014933_T01.v1.1	NA
Sobic.004G013100.1.v3.1	Zm00008a020760_T01.v1.1	Zm00008a018891_T01.v1.1
Sobic.009G075900.1.v3.1	Zm00008a025434_T01.v1.1	NA
Sobic.006G089300.1.v3.1	Zm00008a007312_T01.v1.1	NA
Sobic.001G442700.2.v3.1	Zm00008a000885_T01.v1.1	NA
Sobic.002G368600.1.v3.1	Zm00008a029304_T01.v1.1	Zm00008a009748_T01.v1.1
Sobic.010G018600.1.v3.1	Zm00008a033867_T01.v1.1	NA
Sobic.008G127500.1.v3.1	NA	Zm00008a012356_T01.v1.1
Sobic.001G406800.1.v3.1	Zm00008a001187_T01.v1.1	Zm00008a035534_T01.v1.1
Sobic.002G339300.1.v3.1	Zm00008a029093_T01.v1.1	Zm00008a009557_T01.v1.1
Sobic.001G507300.1.v3.1	Zm00008a000326_T01.v1.1	NA
Sobic.003G384300.1.v3.1	Zm00008a013080_T01.v1.1	NA
Sobic.002G196350.1.v3.1	Zm00008a027984_T01.v1.1	Zm00008a008865_T01.v1.1
Sobic.009G100300.1.v3.1	Zm00008a025669_T01.v1.1	NA
Sobic.002G305700.1.v3.1	Zm00008a028867_T01.v1.1	Zm00008a009412_T01.v1.1
Sobic.004G158700.1.v3.1	Zm00008a021875_T01.v1.1	NA
Sobic.004G204500.1.v3.1	Zm00008a022241_T01.v1.1	NA
Sobic.002G156100.1.v3.1	Zm00008a027645_T01.v1.1	Zm00008a008721_T01.v1.1
Sobic.010G122666.1.v3.1	NA	Zm00008a025171_T01.v1.1
Sobic.007G047400.1.v3.1	Zm00008a037269_T01.v1.1	Zm00008a015552_T01.v1.1
Sobic.006G061700.1.v3.1	Zm00008a007524_T01.v1.1	Zm00008a037826_T01.v1.1
Sobic.003G276500.1.v3.1	Zm00008a013990_T01.v1.1	NA
Sobic.001G120000.1.v3.1	NA	Zm00008a019559_T01.v1.1
Sobic.001G510400.1.v3.1	Zm00008a000308_T01.v1.1	Zm00008a036081_T01.v1.1
Sobic.004G242300.1.v3.1	Zm00008a022950_T01.v1.1	Zm00008a017623_T01.v1.1
Sobic.002G115000.1.v3.1	Zm00008a027309_T01.v1.1	NA
Sobic.004G168500.1.v3.1	Zm00008a021956_T01.v1.1	Zm00008a016427_T01.v1.1
Sobic.001G096300.1.v3.1	NA	Zm00008a019433_T01.v1.1
Sobic.004G025700.1.v3.1	Zm00008a020836_T01.v1.1	NA
Sobic.003G155700.1.v3.1	Zm00008a011815_T01.v1.1	NA
Sobic.002G135800.1.v3.1	Zm00008a027538_T01.v1.1	NA
Sobic.004G300800.1.v3.1	Zm00008a022472_T01.v1.1	NA
Sobic.010G200100.2.v3.1	Zm00008a034688_T01.v1.1	NA
Sobic.001G089000.1.v3.1	Zm00008a005185_T01.v1.1	Zm00008a019398_T01.v1.1
Sobic.004G263600.1.v3.1	Zm00008a022796_T01.v1.1	NA
Sobic.001G535400.1.v3.1	Zm00008a000080_T01.v1.1	NA
Sobic.001G147500.1.v3.1	Zm00008a004777_T01.v1.1	Zm00008a019708_T01.v1.1
Sobic.008G141100.1.v3.1	Zm00008a002727_T01.v1.1	Zm00008a012281_T01.v1.1
Sobic.001G059700.1.v3.1	Zm00008a005453_T01.v1.1	Zm00008a019232_T01.v1.1
Sobic.007G148800.1.v3.1	Zm00008a003665_T01.v1.1	NA
Sobic.003G113900.1.v3.1	NA	Zm00008a029905_T01.v1.1
Sobic.002G306100.1.v3.1	Zm00008a028869_T01.v1.1	Zm00008a009415_T01.v1.1
Sobic.002G090800.1.v3.1	Zm00008a027167_T01.v1.1	Zm00008a008687_T01.v1.1
Sobic.010G108500.1.v3.1	Zm00008a033999_T01.v1.1	Zm00008a025123_T01.v1.1
Sobic.001G095100.1.v3.1	Zm00008a005142_T01.v1.1	NA
Sobic.002G398400.1.v3.1	Zm00008a029522_T01.v1.1	NA
Sobic.001G460100.1.v3.1	Zm00008a000740_T01.v1.1	NA
Sobic.003G041300.1.v3.1	Zm00008a010915_T01.v1.1	NA
Sobic.001G354200.1.v3.1	Zm00008a001639_T01.v1.1	Zm00008a035103_T01.v1.1
Sobic.004G079200.1.v3.1	Zm00008a021327_T01.v1.1	Zm00008a018611_T01.v1.1
Sobic.003G239700.2.v3.1	Zm00008a014280_T01.v1.1	NA
Sobic.006G108600.1.v3.1	NA	Zm00008a038053_T01.v1.1
Sobic.005G133800.1.v3.1	NA	Zm00008a010132_T01.v1.1
Sobic.004G207400.1.v3.1	Zm00008a022264_T01.v1.1	NA
Sobic.001G453200.1.v3.1	Zm00008a000789_T01.v1.1	Zm00008a035815_T01.v1.1
Sobic.001G028100.1.v3.1	Zm00008a005698_T01.v1.1	Zm00008a019080_T01.v1.1
Sobic.005G087400.4.v3.1	Zm00008a015151_T01.v1.1	NA
Sobic.009G220000.2.v3.1	Zm00008a026353_T01.v1.1	NA
Sobic.003G381600.1.v3.1	NA	Zm00008a032758_T01.v1.1
Sobic.002G224500.1.v3.1	Zm00008a028236_T01.v1.1	Zm00008a008986_T01.v1.1
Sobic.010G176500.1.v3.1	Zm00008a034512_T01.v1.1	NA
Sobic.004G293700.1.v3.1	Zm00008a022539_T01.v1.1	Zm00008a016895_T01.v1.1
Sobic.001G024000.1.v3.1	Zm00008a005722_T01.v1.1	NA
Sobic.001G490800.1.v3.1	Zm00008a000465_T01.v1.1	Zm00008a036037_T01.v1.1
Sobic.002G324200.1.v3.1	Zm00008a028997_T01.v1.1	NA
Sobic.003G269700.1.v3.1	Zm00008a014050_T01.v1.1	NA
Sobic.008G046800.1.v3.1	Zm00008a036505_T01.v1.1	Zm00008a012587_T01.v1.1
Sobic.004G311500.1.v3.1	Zm00008a023117_T01.v1.1	Zm00008a017524_T01.v1.1
Sobic.010G013200.1.v3.1	NA	Zm00008a024125_T01.v1.1
Sobic.003G250900.1.v3.1	Zm00008a014201_T01.v1.1	NA
Sobic.009G073900.1.v3.1	Zm00008a025458_T01.v1.1	Zm00008a031099_T01.v1.1
Sobic.008G170500.1.v3.1	Zm00008a002950_T01.v1.1	NA
Sobic.001G346300.1.v3.1	Zm00008a001687_T01.v1.1	Zm00008a035145_T01.v1.1
Sobic.001G096700.1.v3.1	Zm00008a005124_T01.v1.1	NA
Sobic.004G100900.1.v3.1	Zm00008a021630_T01.v1.1	NA
Sobic.007G047200.1.v3.1	NA	Zm00008a015554_T01.v1.1
Sobic.007G149700.1.v3.1	Zm00008a003659_T01.v1.1	NA
Sobic.010G105200.1.v3.1	NA	Zm00008a025139_T01.v1.1
Sobic.010G169600.1.v3.1	Zm00008a034268_T01.v1.1	Zm00008a024842_T01.v1.1
Sobic.001G375600.3.v3.1	NA	Zm00008a035350_T01.v1.1
Sobic.001G297200.1.v3.1	Zm00008a002077_T01.v1.1	NA
Sobic.001G092100.1.v3.1	Zm00008a005165_T01.v1.1	Zm00008a019416_T01.v1.1
Sobic.004G238400.1.v3.1	Zm00008a022975_T01.v1.1	NA
Sobic.003G047300.1.v3.1	Zm00008a010955_T01.v1.1	NA
Sobic.001G355300.1.v3.1	Zm00008a001626_T01.v1.1	NA
Sobic.001G326400.1.v3.1	Zm00008a001841_T01.v1.1	NA
Sobic.001G502200.1.v3.1	Zm00008a000371_T01.v1.1	Zm00008a036103_T01.v1.1
Sobic.001G128400.1.v3.1	Zm00008a004889_T01.v1.1	Zm00008a019596_T01.v1.1
Sobic.010G043400.1.v3.1	Zm00008a033694_T01.v1.1	Zm00008a024283_T01.v1.1
Sobic.001G261573.1.v3.1	Zm00008a002449_T01.v1.1	NA
Sobic.009G146400.1.v3.1	Zm00008a025843_T01.v1.1	NA
Sobic.002G360301.1.v3.1	Zm00008a029250_T01.v1.1	NA
Sobic.002G121800.1.v3.1	Zm00008a027364_T01.v1.1	NA
Sobic.004G060400.1.v3.1	Zm00008a021066_T01.v1.1	NA
Sobic.003G028200.1.v3.1	NA	Zm00008a030265_T01.v1.1
Sobic.001G423400.1.v3.1	Zm00008a001061_T01.v1.1	NA
Sobic.008G135100.1.v3.1	NA	Zm00008a012307_T01.v1.1
Sobic.003G261400.4.v3.1	Zm00008a014115_T01.v1.1	NA
Sobic.002G372500.1.v3.1	Zm00008a029348_T01.v1.1	Zm00008a009766_T01.v1.1
Sobic.010G051800.1.v3.1	Zm00008a033632_T01.v1.1	NA
Sobic.009G026700.1.v3.1	NA	Zm00008a031812_T01.v1.1
Sobic.002G347300.1.v3.1	NA	Zm00008a009599_T01.v1.1
Sobic.009G199100.2.v3.1	NA	Zm00008a031641_T01.v1.1
Sobic.005G086700.1.v3.1	Zm00008a015156_T01.v1.1	NA
Sobic.005G100700.1.v3.1	Zm00008a015175_T01.v1.1	NA
Sobic.001G379100.1.v3.1	Zm00008a001431_T01.v1.1	Zm00008a035362_T01.v1.1
Sobic.001G173400.1.v3.1	Zm00008a004543_T01.v1.1	NA
Sobic.001G013200.1.v3.1	NA	Zm00008a019028_T01.v1.1
Sobic.002G032800.1.v3.1	Zm00008a026787_T01.v1.1	NA
Sobic.010G065200.1.v3.1	Zm00008a033551_T01.v1.1	NA
Sobic.001G226200.1.v3.1	NA	Zm00008a020060_T01.v1.1
Sobic.002G278500.1.v3.1	Zm00008a029765_T01.v1.1	NA
Sobic.002G194700.1.v3.1	Zm00008a027970_T01.v1.1	NA
Sobic.001G030400.1.v3.1	NA	Zm00008a019088_T01.v1.1
Sobic.003G439700.1.v3.1	NA	Zm00008a032448_T01.v1.1
Sobic.002G409900.1.v3.1	NA	Zm00008a009913_T01.v1.1
Sobic.009G059300.1.v3.1	Zm00008a025261_T01.v1.1	NA
Sobic.006G120400.1.v3.1	Zm00008a007085_T01.v1.1	Zm00008a038109_T01.v1.1
Sobic.006G119100.1.v3.1	Zm00008a007099_T01.v1.1	NA
Sobic.001G401900.2.v3.1	Zm00008a001236_T01.v1.1	NA
Sobic.002G054300.1.v3.1	Zm00008a026938_T01.v1.1	Zm00008a010453_T01.v1.1
Sobic.009G075500.1.v3.1	Zm00008a025441_T01.v1.1	NA
Sobic.004G263200.1.v3.1	Zm00008a022800_T01.v1.1	NA
Sobic.004G156800.1.v3.1	Zm00008a021862_T01.v1.1	NA
Sobic.001G388400.1.v3.1	Zm00008a001357_T01.v1.1	Zm00008a035416_T01.v1.1
Sobic.001G131900.1.v3.1	Zm00008a004857_T01.v1.1	Zm00008a019613_T01.v1.1
